slice1,65,23072.490692138672,1245.3556060791016,5.397577672459189
slice1,66,23473.901748657227,1351.9001007080078,5.7591623036649215
slice1,67,23917.837142944336,1492.5575256347656,6.240353242287478
slice1,68,24315.04249572754,1492.5575256347656,6.1384121615128855
slice1,69,24727.66876220703,1561.7179870605469,6.315670118678661
slice1,70,25136.089324951172,1650.9723663330078,6.568135341141476
slice1,71,25563.201904296875,1757.9841613769531,6.877010821877742
slice1,72,26100.130081176758,1853.3134460449219,7.100782410971658
slice1,73,26497.802734375,1751.9092559814453,6.6115265237020315
slice1,74,27004.356384277344,1681.814193725586,6.227936595833045
slice1,75,27651.567459106445,1697.702407836914,6.139624490899566
slice1,76,27866.058349609375,1612.6537322998047,5.787161255701637
slice1,77,28081.016540527344,1768.2647705078125,6.29701124941756
slice1,78,28118.40057373047,1825.2754211425781,6.4913913448115395
slice1,79,28028.21159362793,1682.748794555664,6.003767985461579
slice1,80,27934.284210205078,1628.5419464111328,5.829903978052126
slice1,81,27832.8800201416,1656.1126708984375,5.950202313594466
slice1,82,27731.008529663086,1739.7594451904297,6.273696981952378
slice1,83,27638.48304748535,1881.3514709472656,6.8069997463859995
slice1,84,26907.15789794922,1468.2579040527344,5.4567558179923585
slice1,85,26197.795867919922,1277.5993347167969,4.876743605294139
